start--------------------------------------------
packet_index ,28, sent_timestamp ,1689140607.427607, received_timestamp,1689140607.5604475,received-send delay ,0.13284039497375488, and size ,90000,
packet_index ,29, sent_timestamp ,1689140607.5404398, received_timestamp,1689140607.6547894,received-send delay ,0.1143496036529541, and size ,90000,
packet_index ,30, sent_timestamp ,1689140607.6346638, received_timestamp,1689140607.7262664,received-send delay ,0.09160256385803223, and size ,90000,
packet_index ,31, sent_timestamp ,1689140607.7060575, received_timestamp,1689140607.81869,received-send delay ,0.11263251304626465, and size ,90000,
packet_index ,32, sent_timestamp ,1689140607.7984986, received_timestamp,1689140607.9295082,received-send delay ,0.13100957870483398, and size ,90000,
packet_index ,33, sent_timestamp ,1689140607.9093258, received_timestamp,1689140608.0101144,received-send delay ,0.10078859329223633, and size ,90000,
packet_index ,34, sent_timestamp ,1689140607.9899287, received_timestamp,1689140608.0855365,received-send delay ,0.09560775756835938, and size ,90000,
packet_index ,35, sent_timestamp ,1689140608.0650847, received_timestamp,1689140608.172436,received-send delay ,0.10735130310058594, and size ,90000,
packet_index ,36, sent_timestamp ,1689140608.1522887, received_timestamp,1689140608.260739,received-send delay ,0.10845041275024414, and size ,90000,
packet_index ,37, sent_timestamp ,1689140608.2406528, received_timestamp,1689140608.3526173,received-send delay ,0.11196446418762207, and size ,90000,
packet_index ,38, sent_timestamp ,1689140608.3325143, received_timestamp,1689140608.4480076,received-send delay ,0.1154932975769043, and size ,90000,
packet_index ,39, sent_timestamp ,1689140608.4278677, received_timestamp,1689140608.5295472,received-send delay ,0.10167956352233887, and size ,90000,
packet_index ,40, sent_timestamp ,1689140608.509416, received_timestamp,1689140608.6249788,received-send delay ,0.11556267738342285, and size ,90000,
packet_index ,41, sent_timestamp ,1689140608.6048436, received_timestamp,1689140608.7072587,received-send delay ,0.10241508483886719, and size ,90000,
packet_index ,42, sent_timestamp ,1689140608.6871266, received_timestamp,1689140608.7798758,received-send delay ,0.09274911880493164, and size ,90000,
packet_index ,43, sent_timestamp ,1689140608.7593625, received_timestamp,1689140608.858818,received-send delay ,0.09945559501647949, and size ,90000,
packet_index ,44, sent_timestamp ,1689140608.838623, received_timestamp,1689140608.9413574,received-send delay ,0.10273432731628418, and size ,90000,
packet_index ,45, sent_timestamp ,1689140608.9211526, received_timestamp,1689140609.0195398,received-send delay ,0.09838724136352539, and size ,90000,
packet_index ,46, sent_timestamp ,1689140608.9993405, received_timestamp,1689140609.0999856,received-send delay ,0.10064506530761719, and size ,90000,
packet_index ,47, sent_timestamp ,1689140609.0798457, received_timestamp,1689140609.1850271,received-send delay ,0.10518145561218262, and size ,90000,
packet_index ,48, sent_timestamp ,1689140609.1648962, received_timestamp,1689140609.2610848,received-send delay ,0.09618854522705078, and size ,90000,
